CaseID,weight_pop,B3_trans,ND2_trans,B7_b_trans,GH1_trans,race_trans,educ_trans,B3_binary,ND2_num,B7_b_num,GH1_num,race_num,educ_num
8700,17704.7623,2,3,1,2,1,2,0,3,1,2,1,2
8701,42206.6681,3,3,2,3,2,2,1,3,2,3,2,2
8702,44907.6423,3,3,1,3,3,2,1,3,1,3,3,2
8703,12953.5659,2,2,2,2,1,3,0,2,2,2,1,3
8704,3666.6386,3,3,1,1,5,4,1,3,1,1,5,4
8705,18596.2755,2,3,2,1,1,2,0,3,2,1,1,2
8706,20250.2455,3,2,1,1,1,2,1,2,1,1,1,2
8707,18597.4579,2,3,2,2,1,3,0,3,2,2,1,3
8708,22907.5613,3,3,2,1,3,3,1,3,2,1,3,3
8709,31136.676,1,2,3,3,1,1,0,2,3,3,1,1
8710,17704.7623,2,3,2,3,1,2,0,3,2,3,1,2
8711,15978.5584,2,2,1,1,3,4,0,2,1,1,3,4
8712,23153.5532,3,5,1,2,1,2,1,5,1,2,1,2
8714,13758.0583,3,2,3,2,1,2,1,2,3,2,1,2
8715,7004.9133,3,2,2,3,5,4,1,2,2,3,5,4
8716,48655.7374,3,5,1,1,3,3,1,5,1,1,3,3
8717,22146.0361,3,3,2,1,1,4,1,3,2,1,1,4
8718,43588.5873,2,3,1,2,3,1,0,3,1,2,3,1
8719,16098.9296,1,3,1,3,1,2,0,3,1,3,1,2
8720,23897.4806,3,3,2,3,2,4,1,3,2,3,2,4
8721,58376.4604,3,3,1,3,3,3,1,3,1,3,3,3
8722,24743.0671,1,2,1,1,2,3,0,2,1,1,2,3
8723,24075.7338,3,3,1,3,4,3,1,3,1,3,4,3
8724,22209.5667,3,3,2,3,1,3,1,3,2,3,1,3
8725,21528.9217,1,1,2,3,3,3,0,1,2,3,3,3
8726,19805.2631,2,1,1,3,3,3,0,1,1,3,3,3
8727,17709.3186,2,3,1,1,1,2,0,3,1,1,1,2
8728,26772.8598,3,3,2,2,1,1,1,3,2,2,1,1
8729,23982.9993,3,3,3,1,1,3,1,3,3,1,1,3
8730,19289.5761,2,3,2,3,1,3,0,3,2,3,1,3
8731,7653.7418,4,2,1,4,5,3,1,2,1,4,5,3
8732,15700.0129,3,2,2,1,1,3,1,2,2,1,1,3
8733,16533.8846,5,2,2,2,2,4,1,2,2,2,2,4
8734,15088.2819,4,5,2,3,2,2,1,5,2,3,2,2
8735,25874.7862,4,2,2,4,3,2,1,2,2,4,3,2
8736,79294.45299999999,3,2,1,4,3,3,1,2,1,4,3,3
8737,20542.0192,2,2,1,3,3,4,0,2,1,3,3,4
8738,23235.1701,4,3,1,1,2,2,1,3,1,1,2,2
8739,20060.8115,5,5,3,3,1,3,1,5,3,3,1,3
8740,20089.3827,3,3,2,2,1,3,1,3,2,2,1,3
8741,29426.2372,2,2,2,4,5,3,0,2,2,4,5,3
8742,13914.758,1,3,1,1,1,4,0,3,1,1,1,4
8743,36936.9117,5,1,3,3,3,3,1,1,3,3,3,3
8744,41673.6035,3,4,3,4,3,3,1,4,3,4,3,3
8745,20850.7995,3,3,1,1,1,4,1,3,1,1,1,4
8746,13289.8954,3,3,3,2,1,4,1,3,3,2,1,4
8747,14782.9264,2,3,1,2,1,2,0,3,1,2,1,2
8748,23056.0422,3,2,1,1,1,4,1,2,1,1,1,4
8749,15529.7006,2,3,1,1,1,3,0,3,1,1,1,3
8750,12381.3704,2,2,1,4,1,4,0,2,1,4,1,4
8751,34227.0913,3,2,2,2,1,4,1,2,2,2,1,4
8752,16183.5754,1,3,1,2,1,2,0,3,1,2,1,2
8753,14140.9356,3,3,1,2,1,4,1,3,1,2,1,4
8754,38931.7183,1,3,1,3,2,1,0,3,1,3,2,1
8755,18596.2755,2,3,1,1,1,2,0,3,1,1,1,2
8756,18415.6053,3,3,2,1,1,4,1,3,2,1,1,4
8757,16302.7652,3,2,2,1,1,4,1,2,2,1,1,4
8758,44906.3244,1,3,2,2,3,2,0,3,2,2,3,2
8759,62132.4048,3,3,2,4,3,3,1,3,2,4,3,3
8760,24159.5612,4,3,2,3,2,4,1,3,2,3,2,4
8761,18551.2863,4,3,2,3,1,1,1,3,2,3,1,1
8762,7430.7865,3,2,2,2,1,4,1,2,2,2,1,4
8763,28383.1341,2,2,2,1,1,2,0,2,2,1,1,2
8764,43530.187,4,3,2,1,5,3,1,3,2,1,5,3
8765,39454.2742,3,3,2,3,3,2,1,3,2,3,3,2
8766,20174.8978,2,3,1,1,1,4,0,3,1,1,1,4
8767,22146.0361,3,2,2,1,1,4,1,2,2,1,1,4
8768,13095.626,3,3,2,1,1,3,1,3,2,1,1,3
8769,27029.4281,4,3,1,1,1,3,1,3,1,1,1,3
8770,18396.8716,2,3,2,2,4,4,0,3,2,2,4,4
8771,27951.4215,3,3,3,1,3,3,1,3,3,1,3,3
8772,28993.6131,3,3,2,3,1,4,1,3,2,3,1,4
8773,43472.29,2,3,1,1,1,2,0,3,1,1,1,2
8774,35455.1559,1,3,1,3,3,1,0,3,1,3,3,1
8775,13205.7736,3,2,3,3,1,3,1,2,3,3,1,3
8776,16490.7957,2,2,3,1,2,4,0,2,3,1,2,4
8777,10857.7405,3,1,1,3,1,4,1,1,1,3,1,4
8778,15116.4069,5,3,3,1,1,3,1,3,3,1,1,3
8779,20850.7995,1,3,1,1,1,4,0,3,1,1,1,4
8780,11041.1492,2,3,1,1,2,4,0,3,1,1,2,4
8781,21038.0132,1,1,2,4,1,3,0,1,2,4,1,3
8782,14447.0598,2,3,3,3,1,2,0,3,3,3,1,2
8783,27746.4885,3,2,2,1,1,4,1,2,2,1,1,4
8784,25748.0004,3,3,1,2,3,3,1,3,1,2,3,3
8785,12502.9305,2,3,2,2,3,3,0,3,2,2,3,3
8786,17704.7623,2,3,1,2,1,2,0,3,1,2,1,2
8787,32983.7615,2,3,1,1,1,3,0,3,1,1,1,3
8788,14374.0431,3,3,1,3,1,2,1,3,1,3,1,2
8789,48543.1277,5,3,2,1,3,2,1,3,2,1,3,2
8790,15644.4908,3,2,3,2,1,4,1,2,3,2,1,4
8791,21049.0111,2,3,2,1,1,4,0,3,2,1,1,4
8792,20638.96,3,3,2,1,3,4,1,3,2,1,3,4
8793,20177.0864,4,3,2,1,2,3,1,3,2,1,2,3
8794,34990.2414,3,3,1,3,3,2,1,3,1,3,3,2
8795,14715.7153,2,2,2,2,1,2,0,2,2,2,1,2
8796,16733.4566,2,3,3,1,1,4,0,3,3,1,1,4
8797,32276.3586,4,5,1,3,2,1,1,5,1,3,2,1
8798,14338.0186,1,4,1,4,2,3,0,4,1,4,2,3
8799,9020.8856,2,2,2,1,5,4,0,2,2,1,5,4
8800,15801.2318,3,5,2,3,1,3,1,5,2,3,1,3
8801,33729.5404,5,3,3,1,2,2,1,3,3,1,2,2
8802,23346.0505,2,2,1,4,1,3,0,2,1,4,1,3
8803,30418.8761,2,3,1,1,1,2,0,3,1,1,1,2
8804,18403.122,4,2,2,3,1,4,1,2,2,3,1,4
8805,18868.3621,3,3,2,1,1,1,1,3,2,1,1,1
8806,4224.7247,3,2,2,1,5,4,1,2,2,1,5,4
8807,4774.7632,3,2,2,1,5,4,1,2,2,1,5,4
8809,24925.608,3,5,1,4,2,3,1,5,1,4,2,3
8810,21960.6095,3,3,3,1,3,4,1,3,3,1,3,4
8811,25681.3117,2,2,1,3,1,3,0,2,1,3,1,3
8812,16168.6143,3,3,3,1,1,4,1,3,3,1,1,4
8813,11814.17,3,3,2,2,1,3,1,3,2,2,1,3
8814,19493.8887,2,2,1,1,1,4,0,2,1,1,1,4
8815,21057.7269,4,3,3,1,1,4,1,3,3,1,1,4
8816,23056.0422,4,2,3,3,1,4,1,2,3,3,1,4
8817,10739.5377,3,3,3,2,1,4,1,3,3,2,1,4
8818,41195.9709,3,2,1,3,3,1,1,2,1,3,3,1
8819,8569.6217,2,2,2,2,1,4,0,2,2,2,1,4
8820,70750.75659999999,3,3,2,1,3,3,1,3,2,1,3,3
8821,14861.7569,2,1,1,2,1,2,0,1,1,2,1,2
8822,5590.9472,1,3,2,2,5,3,0,3,2,2,5,3
8823,8930.844499999999,2,3,2,2,1,4,0,3,2,2,1,4
8824,27999.4238,3,2,1,3,2,1,1,2,1,3,2,1
8825,23862.6704,3,3,1,1,1,3,1,3,1,1,1,3
8826,21057.7269,4,3,2,1,1,4,1,3,2,1,1,4
8827,8143.015,5,1,3,3,3,4,1,1,3,3,3,4
8828,21579.2115,3,2,3,2,1,4,1,2,3,2,1,4
8829,16039.761,3,3,2,2,2,4,1,3,2,2,2,4
8830,17387.4971,1,2,1,2,1,1,0,2,1,2,1,1
8831,30924.836,2,3,1,1,3,2,0,3,1,1,3,2
8832,9028.787899999999,3,1,2,2,1,4,1,1,2,2,1,4
8833,21555.6205,3,3,2,3,1,4,1,3,2,3,1,4
8834,27029.4281,2,3,1,3,1,3,0,3,1,3,1,3
8835,26351.7031,3,2,1,1,1,3,1,2,1,1,1,3
8837,20411.4205,2,2,2,1,1,2,0,2,2,1,1,2
8838,24108.9069,3,2,3,2,2,3,1,2,3,2,2,3
8839,16562.8515,2,3,2,1,1,4,0,3,2,1,1,4
8840,18550.8361,2,3,2,3,4,4,0,3,2,3,4,4
8841,9019.476000000001,3,2,2,2,1,4,1,2,2,2,1,4
8843,16899.5227,3,3,3,1,1,4,1,3,3,1,1,4
8844,19284.4019,3,3,2,2,1,2,1,3,2,2,1,2
8845,27643.4111,3,2,1,3,1,4,1,2,1,3,1,4
8846,21057.7269,2,3,1,1,1,4,0,3,1,1,1,4
8847,17924.6434,3,1,3,3,1,4,1,1,3,3,1,4
8848,24189.9599,4,3,3,1,2,4,1,3,3,1,2,4
8849,33835.2764,2,3,3,1,2,2,0,3,3,1,2,2
8850,23161.4347,2,5,1,3,1,3,0,5,1,3,1,3
8851,25043.4142,3,3,1,2,1,3,1,3,1,2,1,3
8852,6763.6341,3,3,3,3,5,3,1,3,3,3,5,3
8853,25402.7232,2,1,2,3,1,3,0,1,2,3,1,3
8854,37757.1971,3,3,4,3,3,2,1,3,4,3,3,2
8855,27371.7683,3,1,2,3,1,4,1,1,2,3,1,4
8856,13431.3963,2,2,3,1,1,3,0,2,3,1,1,3
8857,18403.122,3,3,2,3,1,4,1,3,2,3,1,4
8858,23897.4806,4,3,2,3,2,4,1,3,2,3,2,4
8859,19500.2052,3,2,1,1,4,4,1,2,1,1,4,4
8860,22737.6043,4,2,2,1,1,4,1,2,2,1,1,4
8861,8544.126399999999,4,3,3,3,1,4,1,3,3,3,1,4
8862,18798.0506,3,2,2,4,3,3,1,2,2,4,3,3
8863,16329.0748,4,3,3,3,1,4,1,3,3,3,1,4
8864,15209.6036,2,3,2,3,1,3,0,3,2,3,1,3
8865,15116.4069,3,3,2,3,1,4,1,3,2,3,1,4
8866,25906.9628,2,3,1,2,1,3,0,3,1,2,1,3
8867,23128.449,3,2,2,1,3,3,1,2,2,1,3,3
8868,11182.6962,2,3,1,2,1,3,0,3,1,2,1,3
8869,18695.7299,4,1,1,1,1,4,1,1,1,1,1,4
8870,26790.2868,5,3,2,2,2,2,1,3,2,2,2,2
8871,13578.4931,3,3,2,3,1,4,1,3,2,3,1,4
8872,50493.8982,3,2,1,3,2,2,1,2,1,3,2,2
8873,20220.9492,4,2,2,1,1,4,1,2,2,1,1,4
8874,23618.1977,3,1,2,3,4,4,1,1,2,3,4,4
8875,15472.8743,1,1,1,3,1,4,0,1,1,3,1,4
8876,14052.8508,3,3,1,1,1,4,1,3,1,1,1,4
8877,25186.7249,2,3,1,3,3,3,0,3,1,3,3,3
8878,16860.3265,3,2,2,2,1,3,1,2,2,2,1,3
8879,20034.533,2,3,1,2,1,3,0,3,1,2,1,3
8880,15321.6202,4,2,3,1,1,4,1,2,3,1,1,4
8881,18415.6053,3,3,2,1,1,4,1,3,2,1,1,4
8882,15652.6704,3,3,3,2,4,4,1,3,3,2,4,4
8883,19493.8887,3,2,2,1,1,4,1,2,2,1,1,4
8884,11703.031,3,3,2,1,1,4,1,3,2,1,1,4
8885,10965.4948,3,2,2,1,1,4,1,2,2,1,1,4
8886,11325.2852,3,2,3,2,1,3,1,2,3,2,1,3
8887,13150.606,3,3,2,1,1,3,1,3,2,1,1,3
8888,30850.2665,4,3,3,3,1,4,1,3,3,3,1,4
8889,24189.9599,4,2,2,1,2,4,1,2,2,1,2,4
8890,13093.0964,3,1,2,1,1,4,1,1,2,1,1,4
8891,20481.7834,2,3,2,2,1,4,0,3,2,2,1,4
8892,8888.727199999999,5,3,1,3,5,3,1,3,1,3,5,3
8893,18265.9019,3,1,2,3,1,2,1,1,2,3,1,2
8894,14146.183,4,3,3,1,1,3,1,3,3,1,1,3
8895,18396.8716,2,2,2,1,4,4,0,2,2,1,4,4
8896,15093.9553,2,1,1,3,1,2,0,1,1,3,1,2
8897,21722.5301,4,3,3,1,1,3,1,3,3,1,1,3
8898,20273.4104,2,3,1,2,1,2,0,3,1,2,1,2
8899,24727.0111,3,3,1,2,2,3,1,3,1,2,2,3
8900,19990.8188,1,3,1,2,1,3,0,3,1,2,1,3
8901,8993.464400000001,2,2,1,2,5,1,0,2,1,2,5,1
8902,20963.4811,3,3,1,2,4,4,1,3,1,2,4,4
8903,22720.1902,1,1,1,3,2,3,0,1,1,3,2,3
8904,38055.8025,4,3,3,1,1,4,1,3,3,1,1,4
8905,32891.2537,3,3,2,3,2,3,1,3,2,3,2,3
8906,14052.8508,2,3,1,1,1,4,0,3,1,1,1,4
8907,30924.836,3,3,1,3,3,3,1,3,1,3,3,3
8908,45621.6696,4,3,1,3,3,3,1,3,1,3,3,3
8909,21057.7269,4,2,2,1,1,4,1,2,2,1,1,4
8910,16302.7652,1,3,1,1,1,4,0,3,1,1,1,4
8911,16168.3354,2,3,1,3,1,4,0,3,1,3,1,4
8912,19483.7839,3,3,1,4,1,4,1,3,1,4,1,4
8913,87299.3888,3,3,2,4,1,3,1,3,2,4,1,3
8914,7885.7157,4,3,3,3,1,4,1,3,3,3,1,4
8915,31689.7412,3,3,1,2,1,2,1,3,1,2,1,2
8916,13009.2251,2,3,1,2,1,4,0,3,1,2,1,4
8917,15297.0137,3,3,1,1,1,3,1,3,1,1,1,3
8918,16849.1984,3,3,3,2,1,4,1,3,3,2,1,4
8919,18393.4481,2,3,2,2,1,3,0,3,2,2,1,3
8920,27871.4452,2,3,2,3,3,2,0,3,2,3,3,2
8921,4664.5671,3,5,3,2,5,3,1,5,3,2,5,3
8922,25685.9139,3,2,2,1,1,4,1,2,2,1,1,4
8923,12113.6041,1,3,1,1,1,3,0,3,1,1,1,3
8924,35235.3177,2,3,3,4,2,3,0,3,3,4,2,3
8925,17027.4708,2,3,2,1,1,3,0,3,2,1,1,3
8926,17404.0326,3,3,1,2,1,2,1,3,1,2,1,2
8927,8930.4961,2,4,1,2,1,4,0,4,1,2,1,4
8928,15280.2056,3,3,1,2,1,2,1,3,1,2,1,2
8929,18499.3094,3,2,2,2,3,3,1,2,2,2,3,3
8930,19689.1633,2,2,1,1,1,3,0,2,1,1,1,3
8931,15923.6687,3,2,2,2,1,2,1,2,2,2,1,2
8932,66763.7233,2,3,1,1,3,3,0,3,1,1,3,3
8933,14861.7569,4,3,3,2,1,2,1,3,3,2,1,2
8934,24347.811,3,1,2,1,1,3,1,1,2,1,1,3
8935,13205.7736,2,2,2,1,1,3,0,2,2,1,1,3
8936,15882.4633,2,2,2,1,1,4,0,2,2,1,1,4
8937,30547.111,2,3,1,3,1,4,0,3,1,3,1,4
8938,15644.4908,2,2,1,1,1,4,0,2,1,1,1,4
8939,19582.9949,3,2,2,3,1,3,1,2,2,3,1,3
8940,19031.5304,1,3,1,1,1,2,0,3,1,1,1,2
8942,17987.6345,2,3,1,2,3,3,0,3,1,2,3,3
8943,20056.1581,2,2,1,2,1,3,0,2,1,2,1,3
8944,21295.378,5,3,4,4,3,3,1,3,4,4,3,3
8945,18977.5373,2,3,2,4,3,4,0,3,2,4,3,4
8946,48834.3097,4,3,3,2,3,1,1,3,3,2,3,1
8947,22438.3553,3,1,3,2,3,4,1,1,3,2,3,4
8948,21238.8125,3,3,2,3,2,2,1,3,2,3,2,2
8949,28714.0264,3,3,2,2,4,4,1,3,2,2,4,4
8950,14429.2853,3,3,3,1,2,4,1,3,3,1,2,4
8951,10929.8275,1,1,2,3,1,3,0,1,2,3,1,3
8952,13090.7683,3,3,1,2,1,4,1,3,1,2,1,4
8953,18018.9597,4,5,3,2,1,2,1,5,3,2,1,2
8954,24542.8487,2,2,1,3,2,3,0,2,1,3,2,3
8955,13374.1585,3,1,2,2,1,3,1,1,2,2,1,3
8956,43781.2247,3,3,2,1,1,3,1,3,2,1,1,3
8957,16465.7697,5,3,2,3,1,2,1,3,2,3,1,2
8958,13183.911,4,2,3,2,3,4,1,2,3,2,3,4
8959,10151.1496,3,3,2,2,1,4,1,3,2,2,1,4
8960,16486.7532,2,2,1,1,3,3,0,2,1,1,3,3
8961,29802.9408,3,1,2,3,1,1,1,1,2,3,1,1
8962,13205.7736,2,2,3,2,1,3,0,2,3,2,1,3
8963,20472.3273,3,3,1,1,1,2,1,3,1,1,1,2
8964,17144.3055,4,3,3,3,1,3,1,3,3,3,1,3
8965,27832.4729,5,2,4,1,2,3,1,2,4,1,2,3
8966,18999.9068,3,3,1,1,2,4,1,3,1,1,2,4
8967,13577.5963,3,3,2,3,1,4,1,3,2,3,1,4
8968,16524.1704,3,2,3,2,1,3,1,2,3,2,1,3
8969,8476.6592,3,2,2,1,1,4,1,2,2,1,1,4
8970,50183.6864,3,3,2,1,3,1,1,3,2,1,3,1
8971,16580.5006,4,2,2,3,1,4,1,2,2,3,1,4
8972,42295.8048,3,5,1,2,3,1,1,5,1,2,3,1
8973,16705.3888,3,3,2,1,1,3,1,3,2,1,1,3
8974,13855.2246,2,3,2,2,1,3,0,3,2,2,1,3
8975,19493.8887,3,2,3,1,1,4,1,2,3,1,1,4
8976,20272.465,4,4,2,3,2,3,1,4,2,3,2,3
8977,8930.844499999999,3,3,3,2,1,4,1,3,3,2,1,4
8978,11627.4821,2,3,2,3,1,4,0,3,2,3,1,4
8979,14104.0969,2,2,1,3,1,3,0,2,1,3,1,3
8980,59621.6827,1,1,1,1,3,1,0,1,1,1,3,1
8981,24357.1321,5,3,3,1,1,3,1,3,3,1,1,3
8982,14747.2501,3,2,3,1,3,4,1,2,3,1,3,4
8983,23922.6348,3,3,1,1,1,4,1,3,1,1,1,4
8984,30065.2488,4,1,2,3,2,2,1,1,2,3,2,2
8985,21037.9463,2,3,1,3,1,3,0,3,1,3,1,3
8986,15472.8743,4,1,3,2,1,4,1,1,3,2,1,4
8987,10398.3501,1,3,1,1,1,4,0,3,1,1,1,4
8988,15530.9593,2,3,1,1,1,3,0,3,1,1,1,3
8989,14140.9356,3,3,3,2,1,4,1,3,3,2,1,4
8990,24037.7432,3,1,1,1,1,3,1,1,1,1,1,3
8991,22146.0361,2,2,1,1,1,4,0,2,1,1,1,4
8992,39807.2877,1,3,2,4,1,2,0,3,2,4,1,2
8993,32526.5135,3,1,2,1,2,1,1,1,2,1,2,1
8994,23712.5143,4,3,2,3,3,4,1,3,2,3,3,4
8995,17715.7416,3,3,2,1,1,4,1,3,2,1,1,4
8996,15238.021,3,4,1,3,2,1,1,4,1,3,2,1
8997,18197.2999,2,3,2,1,1,4,0,3,2,1,1,4
8998,33697.5297,3,1,2,3,2,4,1,1,2,3,2,4
8999,15216.2834,4,2,3,1,3,3,1,2,3,1,3,3
9000,22146.0361,2,2,3,1,1,4,0,2,3,1,1,4
9001,30637.4034,4,3,1,3,1,2,1,3,1,3,1,2
9002,10376.6627,3,4,3,1,2,4,1,4,3,1,2,4
9003,22269.0689,5,1,1,3,1,4,1,1,1,3,1,4
9004,20047.8367,1,3,1,3,2,3,0,3,1,3,2,3
9005,20850.7995,3,1,1,3,1,4,1,1,1,3,1,4
9007,19454.1777,2,2,2,1,1,2,0,2,2,1,1,2
9008,13900.4068,4,2,3,1,1,4,1,2,3,1,1,4
9009,27503.5375,4,2,3,1,3,3,1,2,3,1,3,3
9010,10857.7405,4,2,2,2,1,4,1,2,2,2,1,4
9011,22158.1536,3,2,3,2,1,2,1,2,3,2,1,2
9012,27081.7699,5,3,1,1,1,3,1,3,1,1,1,3
9013,7885.7157,2,1,1,1,1,4,0,1,1,1,1,4
9014,14379.058,4,2,3,1,2,3,1,2,3,1,2,3
9015,88732.6474,2,3,2,3,4,2,0,3,2,3,4,2
9016,20481.7834,2,2,1,3,1,4,0,2,1,3,1,4
9017,16609.6914,2,3,3,3,1,2,0,3,3,3,1,2
9018,25402.7232,3,2,1,1,1,3,1,2,1,1,1,3
9019,21515.8307,4,2,3,1,1,4,1,2,3,1,1,4
9020,30242.6277,3,3,1,1,1,3,1,3,1,1,1,3
9021,21178.8854,3,2,2,2,3,2,1,2,2,2,3,2
9022,10965.4948,2,3,3,2,1,4,0,3,3,2,1,4
9023,25332.7665,2,1,2,1,1,3,0,1,2,1,1,3
9024,15161.0366,3,4,1,1,1,3,1,4,1,1,1,3
9025,17709.3659,4,3,2,3,2,3,1,3,2,3,2,3
9026,24234.7606,3,1,1,4,1,1,1,1,1,4,1,1
9027,8454.972900000001,3,3,2,2,5,4,1,3,2,2,5,4
9028,12953.5659,3,3,3,1,1,3,1,3,3,1,1,3
9029,33697.5297,3,2,1,4,2,4,1,2,1,4,2,4
9030,12126.0284,3,3,2,3,3,4,1,3,2,3,3,4
9031,27540.241,2,2,2,1,3,3,0,2,2,1,3,3
9032,28993.6131,4,2,1,3,1,4,1,2,1,3,1,4
9033,16302.7652,2,3,2,1,1,4,0,3,2,1,1,4
9034,10045.981,2,2,2,3,5,3,0,2,2,3,5,3
9035,15321.6202,3,3,1,1,1,4,1,3,1,1,1,4
9036,32228.2411,3,3,2,2,3,2,1,3,2,2,3,2
9037,13575.3854,3,3,2,4,1,3,1,3,2,4,1,3
9038,28383.1341,3,3,3,1,1,2,1,3,3,1,1,2
9039,36918.5163,4,2,1,4,3,3,1,2,1,4,3,3
9040,21793.3678,2,1,3,1,1,4,0,1,3,1,1,4
9041,21515.312,2,3,1,1,1,2,0,3,1,1,1,2
9042,17530.7834,2,3,2,2,1,2,0,3,2,2,1,2
9043,29849.1972,3,3,1,4,1,1,1,3,1,4,1,1
9044,19879.4568,2,3,2,3,1,4,0,3,2,3,1,4
9045,4137.8306,3,2,3,4,5,4,1,2,3,4,5,4
9046,28104.2223,2,3,1,1,1,2,0,3,1,1,1,2
9047,20850.7995,3,2,2,1,1,4,1,2,2,1,1,4
9048,11773.2408,2,2,1,1,1,3,0,2,1,1,1,3
9049,24619.3862,2,3,2,2,1,2,0,3,2,2,1,2
9050,35176.2869,4,3,2,3,3,3,1,3,2,3,3,3
9051,30702.6562,1,3,1,1,1,3,0,3,1,1,1,3
9052,39100.9168,1,5,1,3,3,1,0,5,1,3,3,1
9053,10965.4948,3,3,2,1,1,4,1,3,2,1,1,4
9054,13623.9748,2,2,1,2,3,2,0,2,1,2,3,2
9055,8476.6592,2,3,1,1,1,4,0,3,1,1,1,4
9056,28231.1125,2,3,2,4,1,3,0,3,2,4,1,3
9057,33949.8607,1,1,1,4,1,3,0,1,1,4,1,3
9058,17029.2092,3,2,4,3,3,4,1,2,4,3,3,4
9059,20271.1524,2,3,2,2,1,2,0,3,2,2,1,2
9060,12411.014,2,3,1,1,1,3,0,3,1,1,1,3
9061,25821.4603,3,3,1,2,1,2,1,3,1,2,1,2
9062,23982.9993,2,3,2,2,1,3,0,3,2,2,1,3
9063,25722.8259,1,3,1,1,1,3,0,3,1,1,1,3
9064,19117.9509,1,2,1,4,1,3,0,2,1,4,1,3
9065,19493.8887,3,2,2,1,1,4,1,2,2,1,1,4
9066,21057.7269,2,3,2,2,1,4,0,3,2,2,1,4
9067,30534.2442,3,3,2,1,1,3,1,3,2,1,1,3
9068,40839.011,3,3,2,3,3,2,1,3,2,3,3,2
9069,21486.0478,3,3,1,2,1,3,1,3,1,2,1,3
9070,22659.0623,1,3,2,1,3,3,0,3,2,1,3,3
9071,36123.8954,2,3,1,4,1,3,0,3,1,4,1,3
9072,20893.5351,4,2,1,3,2,4,1,2,1,3,2,4
9073,29449.8635,5,3,2,2,3,3,1,3,2,2,3,3
9074,34063.3906,3,3,2,4,1,1,1,3,2,4,1,1
9075,23060.0573,4,1,2,3,1,3,1,1,2,3,1,3
9076,24562.5233,3,3,2,2,4,4,1,3,2,2,4,4
9077,16183.5754,2,1,1,2,1,2,0,1,1,2,1,2
9078,16705.3888,3,2,1,1,1,3,1,2,1,1,1,3
9079,3666.6386,2,3,1,1,5,4,0,3,1,1,5,4
9080,15650.3226,3,1,1,3,1,3,1,1,1,3,1,3
9081,23402.9463,3,3,1,1,2,3,1,3,1,1,2,3
9082,29364.8165,3,2,2,3,3,3,1,2,2,3,3,3
9083,16361.7927,3,2,2,1,1,3,1,2,2,1,1,3
9084,14447.0598,3,3,2,1,1,3,1,3,2,1,1,3
9085,14001.9772,2,3,2,1,1,4,0,3,2,1,1,4
9086,32891.2537,3,3,1,3,2,3,1,3,1,3,2,3
9087,18415.6053,2,3,2,1,1,4,0,3,2,1,1,4
9088,11571.9234,2,3,2,4,5,2,0,3,2,4,5,2
9089,9019.476000000001,4,3,3,3,1,4,1,3,3,3,1,4
9090,21530.2355,3,1,2,2,1,2,1,1,2,2,1,2
9091,6780.6478,4,1,3,2,5,4,1,1,3,2,5,4
9092,30078.134,2,2,2,4,1,2,0,2,2,4,1,2
9093,17924.6434,2,3,2,1,1,4,0,3,2,1,1,4
9094,21744.8098,4,1,3,1,3,4,1,1,3,1,3,4
9095,16258.6986,3,3,2,2,1,2,1,3,2,2,1,2
9096,25848.2994,2,2,1,2,3,3,0,2,1,2,3,3
9097,18166.1473,3,3,1,2,3,3,1,3,1,2,3,3
9098,10443.0136,2,3,2,3,1,2,0,3,2,3,1,2
9099,16383.1793,3,2,2,1,1,4,1,2,2,1,1,4
9100,34478.7088,3,3,3,4,1,1,1,3,3,4,1,1
9101,18197.2999,1,3,1,1,1,4,0,3,1,1,1,4
9102,15116.4069,3,3,2,2,1,4,1,3,2,2,1,4
9103,20929.5501,3,2,2,2,1,2,1,2,2,2,1,2
9104,14861.7569,3,3,1,3,1,2,1,3,1,3,1,2
9105,30420.8103,3,3,1,4,1,3,1,3,1,4,1,3
9106,20531.2908,2,2,2,1,3,3,0,2,2,1,3,3
9107,27503.5375,2,3,1,2,3,3,0,3,1,2,3,3
9108,28071.4704,4,3,3,3,2,3,1,3,3,3,2,3
9109,13445.0616,3,3,1,3,1,4,1,3,1,3,1,4
9110,21793.3678,3,2,2,2,1,4,1,2,2,2,1,4
9111,31878.6322,3,5,2,1,3,2,1,5,2,1,3,2
9112,23074.5242,3,2,1,4,2,1,1,2,1,4,2,1
9113,16745.0487,4,3,2,1,1,4,1,3,2,1,1,4
9114,17270.1817,3,3,1,3,1,3,1,3,1,3,1,3
9115,16899.5227,4,3,3,1,1,4,1,3,3,1,1,4
9116,23446.8946,4,3,1,1,3,4,1,3,1,1,3,4
9117,21793.3678,3,3,3,2,1,4,1,3,3,2,1,4
9118,16142.5632,3,3,1,2,1,4,1,3,1,2,1,4
9119,11528.0493,3,3,3,2,1,3,1,3,3,2,1,3
9120,25923.4003,4,4,2,4,2,3,1,4,2,4,2,3
9121,30850.2665,3,2,1,1,1,4,1,2,1,1,1,4
9122,18964.3442,2,3,1,1,1,4,0,3,1,1,1,4
9123,34478.7088,2,3,2,1,1,1,0,3,2,1,1,1
9124,14565.4127,3,1,1,3,1,3,1,1,1,3,1,3
9125,14146.183,3,3,2,1,1,3,1,3,2,1,1,3
9126,13859.7203,4,3,2,1,3,3,1,3,2,1,3,3
9127,14140.9356,2,3,1,1,1,4,0,3,1,1,1,4
