CaseID,weight_pop,B3_trans,ND2_trans,B7_b_trans,GH1_trans,race_trans,educ_trans,B3_binary,ND2_num,B7_b_num,GH1_num,race_num,educ_num
1,12033.6823,5,2,1,3,1,4,1,2,1,3,1,4
2,21579.2115,3,3,2,2,1,4,1,3,2,2,1,4
3,20043.8925,3,3,2,3,3,3,1,3,2,3,3,3
4,21793.3678,2,3,1,3,1,4,0,3,1,3,1,4
5,13900.4068,2,1,2,1,1,4,0,1,2,1,1,4
6,19712.6649,2,3,2,1,1,2,0,3,2,1,1,2
7,21304.4017,2,3,1,3,1,4,0,3,1,3,1,4
8,22073.6463,3,3,1,3,2,3,1,3,1,3,2,3
9,19689.1633,3,2,2,3,1,3,1,2,2,3,1,3
10,11108.9163,3,3,2,3,1,4,1,3,2,3,1,4
11,22386.3929,3,2,1,4,1,2,1,2,1,4,1,2
12,12868.1023,1,2,1,1,1,4,0,2,1,1,1,4
13,9879.7232,4,3,3,1,1,4,1,3,3,1,1,4
14,14052.8508,2,1,3,1,1,4,0,1,3,1,1,4
15,22386.3929,3,3,1,2,1,2,1,3,1,2,1,2
16,5007.2256,2,3,2,2,5,3,0,3,2,2,5,3
17,24377.4595,2,3,1,1,1,3,0,3,1,1,1,3
18,11108.9163,2,2,2,2,1,4,0,2,2,2,1,4
19,14146.183,1,3,1,2,1,3,0,3,1,2,1,3
20,23769.8113,3,3,3,3,1,3,1,3,3,3,1,3
21,19419.7496,3,3,2,1,1,3,1,3,2,1,1,3
22,44091.6919,4,2,3,1,4,3,1,2,3,1,4,3
23,26564.0534,3,3,1,2,5,1,1,3,1,2,5,1
24,13150.606,2,3,1,2,1,3,0,3,1,2,1,3
25,18746.3744,2,3,2,1,1,2,0,3,2,1,1,2
26,15327.3057,3,3,2,1,1,2,1,3,2,1,1,2
27,18880.3487,2,3,1,2,1,3,0,3,1,2,1,3
28,36242.7783,3,3,2,2,1,2,1,3,2,2,1,2
29,24602.1489,3,3,2,1,2,2,1,3,2,1,2,2
30,16302.7652,4,3,2,1,1,4,1,3,2,1,1,4
31,26867.235,3,2,3,1,2,2,1,2,3,1,2,2
32,33308.8772,5,3,3,1,5,3,1,3,3,1,5,3
33,22420.6834,5,3,3,2,3,3,1,3,3,2,3,3
34,16834.7006,5,3,3,3,3,4,1,3,3,3,3,4
35,42203.7391,4,2,2,1,3,2,1,2,2,1,3,2
36,27385.2386,2,2,1,3,2,3,0,2,1,3,2,3
37,9731.6919,2,3,1,1,1,4,0,3,1,1,1,4
38,10151.1496,3,3,2,2,1,4,1,3,2,2,1,4
39,13758.0583,2,3,1,1,1,2,0,3,1,1,1,2
40,15092.0511,2,3,2,1,1,4,0,3,2,1,1,4
41,12953.5659,2,3,2,2,1,3,0,3,2,2,1,3
42,21050.3141,3,2,3,1,2,4,1,2,3,1,2,4
43,15464.7741,2,3,2,2,1,3,0,3,2,2,1,3
44,20250.2455,3,3,1,2,1,2,1,3,1,2,1,2
45,16098.9296,3,2,2,3,1,2,1,2,2,3,1,2
46,78692.7234,3,2,3,1,4,3,1,2,3,1,4,3
47,18038.7617,2,2,2,3,1,2,0,2,2,3,1,2
48,16302.7652,5,3,2,1,1,4,1,3,2,1,1,4
49,15091.212,1,4,1,2,1,3,0,4,1,2,1,3
50,11377.0649,2,2,2,2,4,4,0,2,2,2,4,4
51,23235.1701,3,3,3,3,2,2,1,3,3,3,2,2
52,8441.2201,3,1,2,2,1,4,1,1,2,2,1,4
53,12111.1869,2,2,2,2,1,2,0,2,2,2,1,2
54,28952.7311,2,4,2,3,4,3,0,4,2,3,4,3
55,20185.446,1,3,1,2,4,4,0,3,1,2,4,4
56,34027.5749,2,3,1,4,1,2,0,3,1,4,1,2
57,44091.6919,4,3,2,1,4,3,1,3,2,1,4,3
58,16844.592,3,1,3,2,1,3,1,1,3,2,1,3
59,13095.626,2,3,2,1,1,3,0,3,2,1,1,3
60,15280.2056,3,3,1,1,1,3,1,3,1,1,1,3
61,16562.8515,3,3,2,1,1,4,1,3,2,1,1,4
62,15472.8743,2,2,2,1,1,4,0,2,2,1,1,4
63,16329.0748,3,2,3,3,1,4,1,2,3,3,1,4
64,15525.1982,2,3,1,1,1,4,0,3,1,1,1,4
65,13063.8424,3,3,2,2,1,4,1,3,2,2,1,4
66,28383.1341,3,2,1,1,1,2,1,2,1,1,1,2
67,13967.3358,3,3,1,1,1,2,1,3,1,1,1,2
68,23346.0505,1,3,1,1,1,2,0,3,1,1,1,2
69,15280.2056,2,3,2,2,1,3,0,3,2,2,1,3
70,13914.758,2,3,2,1,1,4,0,3,2,1,1,4
71,23445.1546,1,3,1,1,1,3,0,3,1,1,1,3
72,17523.5629,3,2,2,3,1,4,1,2,2,3,1,4
73,16733.4566,3,2,2,3,1,4,1,2,2,3,1,4
74,14140.9356,2,3,2,2,1,4,0,3,2,2,1,4
75,19484.1217,1,3,2,4,3,4,0,3,2,4,3,4
76,22689.5099,1,2,1,1,1,3,0,2,1,1,1,3
77,17821.3844,3,3,1,1,1,3,1,3,1,1,1,3
78,12153.1069,5,3,1,2,1,4,1,3,1,2,1,4
79,24619.3862,2,3,1,2,1,2,0,3,1,2,1,2
80,10512.3875,3,2,3,1,1,4,1,2,3,1,1,4
81,43044.9865,3,3,2,1,4,3,1,3,2,1,4,3
82,20411.4205,3,3,2,3,1,2,1,3,2,3,1,2
83,13063.8424,3,3,2,2,1,4,1,3,2,2,1,4
84,15321.6202,3,2,2,1,1,4,1,2,2,1,1,4
85,13063.8424,2,3,1,1,1,4,0,3,1,1,1,4
86,20174.8978,4,1,3,1,1,4,1,1,3,1,1,4
87,18265.9019,2,3,2,4,1,1,0,3,2,4,1,1
88,21793.3678,3,2,2,2,1,4,1,2,2,2,1,4
89,16814.7934,3,2,3,2,1,4,1,2,3,2,1,4
90,24347.811,5,3,3,2,1,3,1,3,3,2,1,3
91,18880.3487,2,2,1,1,1,3,0,2,1,1,1,3
92,20089.3827,3,2,2,2,1,3,1,2,2,2,1,3
93,6372.5699,3,2,2,4,5,4,1,2,2,4,5,4
94,28784.3601,3,2,2,1,1,2,1,2,2,1,1,2
95,21493.2073,3,2,2,1,2,4,1,2,2,1,2,4
96,15321.6202,4,1,2,2,1,4,1,1,2,2,1,4
97,16142.5632,3,3,2,2,1,4,1,3,2,2,1,4
98,30155.2989,3,3,1,4,1,2,1,3,1,4,1,2
99,27746.4885,4,2,3,1,1,4,1,2,3,1,1,4
100,14149.361,2,3,1,2,1,3,0,3,1,2,1,3
101,25652.3835,2,3,1,2,1,3,0,3,1,2,1,3
102,26883.5313,3,2,3,2,1,4,1,2,3,2,1,4
103,13813.4652,2,3,1,1,1,3,0,3,1,1,1,3
104,15529.7006,1,1,1,1,1,3,0,1,1,1,1,3
106,21793.3678,3,2,2,2,1,4,1,2,2,2,1,4
107,21515.8307,2,3,3,2,1,4,0,3,3,2,1,4
108,18596.2755,3,3,2,2,1,2,1,3,2,2,1,2
109,8930.4961,2,3,1,1,1,4,0,3,1,1,1,4
110,9028.787899999999,1,3,1,2,1,4,0,3,1,2,1,4
111,27473.8328,4,3,1,2,1,4,1,3,1,2,1,4
112,25577.0393,4,3,1,1,1,3,1,3,1,1,1,3
113,16098.9296,3,3,1,3,1,3,1,3,1,3,1,3
114,9028.787899999999,2,5,2,3,1,4,0,5,2,3,1,4
115,21579.2115,2,3,1,1,1,4,0,3,1,1,1,4
116,23429.6804,3,3,1,1,1,4,1,3,1,1,1,4
117,19612.475,2,3,1,1,1,3,0,3,1,1,1,3
118,39606.6613,3,1,2,1,4,4,1,1,2,1,4,4
119,10953.9648,3,2,2,2,2,4,1,2,2,2,2,4
120,16302.7652,2,3,1,2,1,4,0,3,1,2,1,4
121,32659.6408,3,3,2,1,1,3,1,3,2,1,1,3
122,17159.0665,1,1,1,4,5,4,0,1,1,4,5,4
123,30885.9165,3,3,3,3,2,2,1,3,3,3,2,2
124,10739.5377,2,3,1,2,1,4,0,3,1,2,1,4
125,27029.4281,2,3,2,1,1,3,0,3,2,1,1,3
126,14715.7153,3,3,3,1,1,2,1,3,3,1,1,2
127,37098.8271,4,3,1,1,2,4,1,3,1,1,2,4
128,19790.4153,2,4,2,1,1,4,0,4,2,1,1,4
129,16308.8148,3,3,2,1,1,3,1,3,2,1,1,3
130,21612.2715,1,3,1,1,1,2,0,3,1,1,1,2
131,17173.8704,3,3,2,1,2,4,1,3,2,1,2,4
132,16302.7652,1,3,1,1,1,4,0,3,1,1,1,4
133,13758.0583,4,3,2,3,1,2,1,3,2,3,1,2
134,12033.6823,3,1,2,2,1,4,1,1,2,2,1,4
135,11435.6574,2,3,1,1,3,4,0,3,1,1,3,4
136,9118.3914,3,3,3,1,1,4,1,3,3,1,1,4
137,15700.0129,3,2,2,1,1,3,1,2,2,1,1,3
138,23602.0837,1,1,1,3,1,2,0,1,1,3,1,2
139,12225.0555,3,3,2,2,1,3,1,3,2,2,1,3
140,12641.8712,3,3,2,3,1,4,1,3,2,3,1,4
141,10151.1496,3,2,2,1,1,4,1,2,2,1,1,4
142,32228.2411,2,2,2,1,3,2,0,2,2,1,3,2
143,10965.274,3,2,3,2,2,4,1,2,3,2,2,4
144,16200.3783,2,3,1,2,1,3,0,3,1,2,1,3
145,13758.0583,4,3,1,2,1,2,1,3,1,2,1,2
146,17903.5345,3,3,1,2,1,2,1,3,1,2,1,2
147,22087.8618,3,3,2,4,4,4,1,3,2,4,4,4
149,15954.8828,3,3,3,2,2,3,1,3,3,2,2,3
150,36936.9117,5,3,2,2,3,2,1,3,2,2,3,2
151,20771.9856,2,3,2,1,3,4,0,3,2,1,3,4
152,13704.3897,3,3,3,1,1,3,1,3,3,1,1,3
153,18215.8346,5,1,3,1,1,4,1,1,3,1,1,4
154,16098.9296,3,3,1,3,1,2,1,3,1,3,1,2
155,10965.4948,3,1,2,2,1,4,1,1,2,2,1,4
156,29857.8076,3,3,2,2,1,2,1,3,2,2,1,2
157,4064.5996,3,2,2,2,5,4,1,2,2,2,5,4
158,13164.0939,3,2,2,1,3,4,1,2,2,1,3,4
159,14149.361,2,3,1,1,1,3,0,3,1,1,1,3
160,14981.7128,1,3,1,3,1,2,0,3,1,3,1,2
161,21883.5087,4,3,2,1,1,4,1,3,2,1,1,4
162,3666.6386,2,2,1,2,5,4,0,2,1,2,5,4
163,19917.9717,2,3,1,2,1,4,0,3,1,2,1,4
164,6774.3699,2,3,1,2,1,4,0,3,1,2,1,4
165,13992.7265,3,3,2,2,1,3,1,3,2,2,1,3
166,17215.2353,2,3,2,1,1,2,0,3,2,1,1,2
167,14104.0969,2,3,1,2,1,3,0,3,1,2,1,3
168,20846.6562,3,2,3,2,1,4,1,2,3,2,1,4
169,23443.4148,3,3,2,3,1,2,1,3,2,3,1,2
170,19771.8252,2,2,2,2,1,3,0,2,2,2,1,3
171,16899.5227,3,3,3,1,1,4,1,3,3,1,1,4
173,20185.446,2,2,2,1,4,4,0,2,2,1,4,4
174,12953.5659,4,3,1,2,1,3,1,3,1,2,1,3
175,13289.8954,2,2,2,3,1,4,0,2,2,3,1,4
176,15923.6687,2,3,1,1,1,2,0,3,1,1,1,2
177,11881.0489,3,3,2,2,1,4,1,3,2,2,1,4
178,16361.1544,3,3,3,1,1,3,1,3,3,1,1,3
180,31689.7412,2,3,2,1,1,2,0,3,2,1,1,2
181,16705.3888,3,1,2,1,1,3,1,1,2,1,1,3
182,16098.9296,3,3,1,1,1,2,1,3,1,1,1,2
183,24781.5552,3,3,1,1,1,3,1,3,1,1,1,3
184,11435.6574,3,3,1,2,3,4,1,3,1,2,3,4
185,15051.257,3,3,1,1,1,3,1,3,1,1,1,3
186,21279.8529,4,1,1,3,1,4,1,1,1,3,1,4
187,29627.4629,3,3,2,1,1,2,1,3,2,1,1,2
188,19493.8887,3,1,2,1,1,4,1,1,2,1,1,4
189,16258.6986,2,2,3,1,1,2,0,2,3,1,1,2
190,16853.3823,2,3,1,4,1,4,0,3,1,4,1,4
191,16705.3888,2,1,2,2,1,3,0,1,2,2,1,3
192,20472.3273,2,4,3,2,1,2,0,4,3,2,1,2
193,49160.2132,4,3,2,1,2,2,1,3,2,1,2,2
194,32659.6408,3,4,2,1,1,3,1,4,2,1,1,3
195,14140.9356,3,3,1,4,1,4,1,3,1,4,1,4
196,36661.5283,4,3,2,3,1,3,1,3,2,3,1,3
197,7723.2211,2,3,2,2,1,4,0,3,2,2,1,4
198,21983.5413,5,3,2,1,1,3,1,3,2,1,1,3
199,17215.2353,3,3,3,2,1,2,1,3,3,2,1,2
200,17443.7602,1,3,1,2,1,4,0,3,1,2,1,4
201,14001.9772,2,3,1,1,1,4,0,3,1,1,1,4
203,16705.3888,2,3,2,2,1,2,0,3,2,2,1,2
204,26726.6534,3,3,2,1,1,3,1,3,2,1,1,3
205,23922.6348,4,3,2,1,1,4,1,3,2,1,1,4
206,13992.7265,2,2,1,2,1,3,0,2,1,2,1,3
207,28220.6405,2,4,1,1,1,4,0,4,1,1,1,4
208,16899.5227,1,3,1,1,1,4,0,3,1,1,1,4
209,16860.3265,3,2,2,2,1,3,1,2,2,2,1,3
210,13294.827,2,3,1,1,1,3,0,3,1,1,1,3
211,15321.6202,3,3,2,1,1,4,1,3,2,1,1,4
212,18596.2755,4,3,2,3,1,2,1,3,2,3,1,2
213,18880.3487,3,3,2,1,1,3,1,3,2,1,1,3
214,17668.7699,3,3,2,1,1,2,1,3,2,1,1,2
215,22146.0361,5,2,2,1,1,4,1,2,2,1,1,4
216,8930.844499999999,2,2,2,2,1,4,0,2,2,2,1,4
217,22146.0361,3,3,2,2,1,4,1,3,2,2,1,4
218,22608.5599,3,3,2,1,1,2,1,3,2,1,1,2
219,23429.6804,3,3,2,1,1,4,1,3,2,1,1,4
220,18746.3744,3,2,3,1,1,2,1,2,3,1,1,2
221,10151.1496,1,4,1,1,1,4,0,4,1,1,1,4
222,21306.2659,3,1,1,3,1,2,1,1,1,3,1,2
223,30385.991,2,3,1,3,2,1,0,3,1,3,2,1
224,27029.3891,3,3,2,1,1,2,1,3,2,1,1,2
225,15092.0511,2,2,2,1,1,4,0,2,2,1,1,4
226,16705.3888,2,3,2,2,1,3,0,3,2,2,1,3
227,22608.5599,2,3,1,1,1,2,0,3,1,1,1,2
228,20481.7834,4,2,2,1,1,4,1,2,2,1,1,4
229,12225.0555,3,5,2,1,1,3,1,5,2,1,1,3
230,27029.3891,3,3,1,2,1,3,1,3,1,2,1,3
231,14052.8508,2,3,1,1,1,4,0,3,1,1,1,4
232,19240.2467,3,2,2,3,1,3,1,2,2,3,1,3
233,19158.899,2,3,2,2,4,4,0,3,2,2,4,4
234,21793.3678,3,1,3,1,1,4,1,1,3,1,1,4
235,19832.965,3,3,2,1,1,2,1,3,2,1,1,2
236,19035.0953,1,3,1,4,1,2,0,3,1,4,1,2
237,15644.4908,3,3,1,2,1,4,1,3,1,2,1,4
238,15529.7006,3,3,1,1,1,3,1,3,1,1,1,3
239,19612.475,2,3,2,2,1,3,0,3,2,2,1,3
240,13289.8954,3,3,2,2,1,4,1,3,2,2,1,4
241,11523.7731,2,3,2,2,1,4,0,3,2,2,1,4
242,28968.0356,1,2,1,3,1,2,0,2,1,3,1,2
243,6372.5699,3,2,2,2,5,4,1,2,2,2,5,4
244,8930.4961,3,3,2,2,1,4,1,3,2,2,1,4
245,20051.2529,3,3,2,2,1,3,1,3,2,2,1,3
246,35768.9177,2,3,2,3,1,3,0,3,2,3,1,3
247,29418.298,3,3,2,3,1,1,1,3,2,3,1,1
248,29175.7723,3,3,2,3,1,1,1,3,2,3,1,1
249,13577.5963,3,3,1,1,1,3,1,3,1,1,1,3
250,20617.8134,3,2,3,1,1,3,1,2,3,1,1,3
251,23413.66,3,3,3,2,1,3,1,3,3,2,1,3
252,23677.5774,1,3,1,1,1,3,0,3,1,1,1,3
253,22120.083,3,2,2,3,2,3,1,2,2,3,2,3
254,33835.2764,3,3,1,3,2,3,1,3,1,3,2,3
255,19475.5771,2,3,2,1,1,3,0,3,2,1,1,3
256,27746.4885,3,3,2,2,1,4,1,3,2,2,1,4
257,25296.5197,4,3,1,4,1,3,1,3,1,4,1,3
258,9626.1235,3,2,2,3,1,4,1,2,2,3,1,4
259,21736.5157,3,3,2,3,3,3,1,3,2,3,3,3
260,18558.9973,3,3,2,1,2,3,1,3,2,1,2,3
261,28104.2223,2,3,1,2,1,2,0,3,1,2,1,2
262,6995.186,1,3,1,1,5,4,0,3,1,1,5,4
263,31748.7865,2,3,3,2,1,2,0,3,3,2,1,2
264,20250.2455,2,3,1,2,1,2,0,3,1,2,1,2
265,37592.4328,3,3,2,1,4,4,1,3,2,1,4,4
266,15529.7006,2,3,2,2,1,3,0,3,2,2,1,3
267,18657.6784,3,3,2,2,1,2,1,3,2,2,1,2
268,27512.6404,3,3,1,1,1,2,1,3,1,1,1,2
269,11325.2852,1,3,1,2,1,3,0,3,1,2,1,3
270,24781.5552,4,3,2,2,1,3,1,3,2,2,1,3
271,9019.476000000001,3,3,3,1,1,4,1,3,3,1,1,4
272,20308.8895,3,2,3,1,1,3,1,2,3,1,1,3
273,19843.1937,2,3,3,2,1,3,0,3,3,2,1,3
274,17891.5561,3,2,2,2,1,4,1,2,2,2,1,4
275,14140.9356,3,3,4,2,1,4,1,3,4,2,1,4
276,20891.7618,3,3,2,2,1,3,1,3,2,2,1,3
277,27414.2726,2,3,2,3,2,3,0,3,2,3,2,3
278,28651.2769,4,3,2,1,1,2,1,3,2,1,1,2
279,10305.5614,3,3,1,1,1,4,1,3,1,1,1,4
280,13090.7683,2,3,1,2,1,4,0,3,1,2,1,4
281,10440.3513,3,3,3,4,1,4,1,3,3,4,1,4
282,20117.9797,2,3,1,1,1,3,0,3,1,1,1,3
283,33949.8607,2,3,1,3,1,3,0,3,1,3,1,3
284,13900.4068,3,3,2,2,1,4,1,3,2,2,1,4
285,26130.5262,4,3,2,1,2,4,1,3,2,1,2,4
286,25577.0393,3,3,2,1,1,3,1,3,2,1,1,3
287,15736.0434,3,3,2,2,1,3,1,3,2,2,1,3
288,10649.333,3,3,2,2,1,3,1,3,2,2,1,3
289,14467.5926,3,3,1,3,1,2,1,3,1,3,1,2
290,37592.4328,4,3,3,2,4,4,1,3,3,2,4,4
291,21053.5119,4,2,3,3,1,2,1,2,3,3,1,2
292,19454.1777,3,3,2,2,1,1,1,3,2,2,1,1
293,10965.4948,2,2,1,2,1,4,0,2,1,2,1,4
294,20254.2492,2,3,1,1,1,3,0,3,1,1,1,3
295,19790.4153,4,3,1,1,1,4,1,3,1,1,1,4
296,17167.2852,2,2,1,1,2,3,0,2,1,1,2,3
297,11703.031,1,3,1,1,1,4,0,3,1,1,1,4
298,15644.4908,3,2,2,2,1,4,1,2,2,2,1,4
299,13613.9724,2,3,2,1,1,4,0,3,2,1,1,4
300,15321.6202,3,3,2,1,1,4,1,3,2,1,1,4
301,16844.592,1,1,1,1,1,3,0,1,1,1,1,3
302,15321.6202,3,2,2,1,1,4,1,2,2,1,1,4
303,19501.1224,3,3,2,1,1,3,1,3,2,1,1,3
304,21065.5409,4,3,2,3,1,3,1,3,2,3,1,3
305,16258.6986,3,3,2,2,1,2,1,3,2,2,1,2
306,20699.9577,1,3,2,2,1,2,0,3,2,2,1,2
307,18693.8355,4,3,3,1,1,3,1,3,3,1,1,3
308,30998.7086,4,3,2,1,1,3,1,3,2,1,1,3
309,25685.9139,3,2,2,1,1,4,1,2,2,1,1,4
310,11248.1266,3,3,2,2,1,4,1,3,2,2,1,4
311,18746.3744,3,3,2,1,1,2,1,3,2,1,1,2
312,27765.0647,1,1,2,2,1,2,0,1,2,2,1,2
313,16639.2413,4,2,1,1,1,3,1,2,1,1,1,3
314,15321.6202,2,1,2,3,1,4,0,1,2,3,1,4
315,8441.2201,3,3,3,2,1,4,1,3,3,2,1,4
316,14004.4673,2,3,2,3,1,4,0,3,2,3,1,4
317,13090.7683,3,2,2,1,1,4,1,2,2,1,1,4
318,38402.088,3,2,1,4,3,1,1,2,1,4,3,1
319,13207.1118,3,2,1,1,1,4,1,2,1,1,1,4
320,14305.0933,4,3,2,4,1,3,1,3,2,4,1,3
321,21369.1931,3,2,2,3,1,4,1,2,2,3,1,4
322,13763.8121,2,5,1,2,1,4,0,5,1,2,1,4
323,11074.0956,1,3,1,1,2,4,0,3,1,1,2,4
324,13063.8424,2,3,1,2,1,4,0,3,1,2,1,4
325,21793.3678,3,3,2,2,1,4,1,3,2,2,1,4
326,16311.9051,2,3,1,3,2,4,0,3,1,3,2,4
327,14576.2789,3,3,1,1,1,4,1,3,1,1,1,4
328,25652.3835,2,3,1,2,1,3,0,3,1,2,1,3
329,17404.0326,3,3,2,1,1,2,1,3,2,1,1,2
330,10305.5614,3,2,2,1,1,4,1,2,2,1,1,4
331,16705.3888,3,3,2,2,1,3,1,3,2,2,1,3
332,16389.9298,2,3,2,1,1,2,0,3,2,1,1,2
333,15321.6202,3,3,2,1,1,4,1,3,2,1,1,4
334,38224.6514,2,1,3,4,3,3,0,1,3,4,3,3
335,26482.4304,2,3,1,1,1,3,0,3,1,1,1,3
336,12892.2779,1,3,1,2,1,3,0,3,1,2,1,3
337,13090.7683,2,2,2,2,1,4,0,2,2,2,1,4
338,10305.5614,3,1,2,3,1,4,1,1,2,3,1,4
339,24760.4106,5,3,3,3,2,3,1,3,3,3,2,3
340,17027.4708,4,2,2,1,1,3,1,2,2,1,1,3
341,16311.9051,2,3,3,3,2,4,0,3,3,3,2,4
342,43921.5933,4,3,2,4,3,1,1,3,2,4,3,1
343,28383.1341,3,3,2,1,1,2,1,3,2,1,1,2
344,15280.2056,4,3,3,2,1,2,1,3,3,2,1,2
345,27746.4885,3,2,2,2,1,4,1,2,2,2,1,4
346,19790.4153,2,1,2,1,1,4,0,1,2,1,1,4
347,52911.6863,3,3,2,3,3,3,1,3,2,3,3,3
348,21515.8307,2,2,1,1,1,4,0,2,1,1,1,4
349,18932.1979,3,2,2,3,1,3,1,2,2,3,1,3
350,11327.3877,2,3,2,1,5,2,0,3,2,1,5,2
351,22907.0083,3,3,3,3,1,1,1,3,3,3,1,1
352,25291.9499,1,3,2,1,1,3,0,3,2,1,1,3
353,22386.3929,2,3,2,2,1,2,0,3,2,2,1,2
354,20929.5501,3,3,2,2,1,2,1,3,2,2,1,2
355,17339.9346,3,2,3,2,1,2,1,2,3,2,1,2
356,14152.9194,4,3,2,2,1,2,1,3,2,2,1,2
357,46813.5632,4,3,2,3,1,3,1,3,2,3,1,3
358,15051.257,3,3,1,1,1,2,1,3,1,1,1,2
359,13855.2246,4,3,1,2,1,3,1,3,1,2,1,3
360,19799.3672,3,3,2,1,2,4,1,3,2,1,2,4
361,21434.0698,2,3,1,3,1,1,0,3,1,3,1,1
362,15320.7296,2,2,1,1,1,2,0,2,1,1,1,2
363,47278.1501,3,2,3,3,1,2,1,2,3,3,1,2
364,9118.3914,2,3,2,2,1,4,0,3,2,2,1,4
365,14140.9356,2,3,2,2,1,4,0,3,2,2,1,4
366,16391.8927,5,3,1,3,1,2,1,3,1,3,1,2
367,17215.9803,3,3,1,3,5,1,1,3,1,3,5,1
368,33035.7919,4,5,2,2,2,2,1,5,2,2,2,2
369,14152.9194,3,3,1,3,1,2,1,3,1,3,1,2
370,13900.4068,3,3,2,4,1,4,1,3,2,4,1,4
371,12233.8219,3,2,3,2,1,3,1,2,3,2,1,3
372,13965.5005,3,3,2,2,1,3,1,3,2,2,1,3
373,8840.1091,3,3,1,1,3,4,1,3,1,1,3,4
374,49239.5487,3,2,2,3,2,2,1,2,2,3,2,2
375,26467.5892,4,3,3,1,2,4,1,3,3,1,2,4
376,29155.6554,2,3,2,2,1,2,0,3,2,2,1,2
377,14001.9772,2,3,2,1,1,4,0,3,2,1,1,4
378,16705.3888,3,2,2,2,1,3,1,2,2,2,1,3
380,23413.66,2,3,2,3,1,3,0,3,2,3,1,3
381,15092.0511,3,3,2,1,1,4,1,3,2,1,1,4
382,19818.4677,3,3,2,1,1,2,1,3,2,1,1,2
383,15501.4887,5,3,1,3,1,4,1,3,1,3,1,4
384,14140.9356,2,3,2,2,1,4,0,3,2,2,1,4
385,16899.1825,3,3,2,1,2,4,1,3,2,1,2,4
386,15978.5584,2,3,2,2,3,4,0,3,2,2,3,4
387,22142.6835,2,3,1,2,1,2,0,3,1,2,1,2
388,34885.8981,3,2,2,1,1,2,1,2,2,1,1,2
389,18393.4481,3,3,2,1,1,3,1,3,2,1,1,3
390,19689.1633,3,3,1,2,1,3,1,3,1,2,1,3
391,15882.4633,3,3,3,4,1,4,1,3,3,4,1,4
392,22181.6458,4,3,2,2,1,2,1,3,2,2,1,2
393,19284.4019,5,3,1,1,1,2,1,3,1,1,1,2
394,19475.5771,3,1,1,3,1,3,1,1,1,3,1,3
395,22438.3553,2,1,2,3,3,4,0,1,2,3,3,4
396,26326.1987,3,3,1,1,1,3,1,3,1,1,1,3
397,10305.5614,3,2,3,1,1,4,1,2,3,1,1,4
398,10305.5614,1,3,1,2,1,4,0,3,1,2,1,4
399,19152.5501,2,3,2,2,1,4,0,3,2,2,1,4
400,10857.7405,2,3,1,2,1,4,0,3,1,2,1,4
401,14305.0933,3,3,2,2,1,3,1,3,2,2,1,3
402,15321.6202,3,2,2,1,1,4,1,2,2,1,1,4
403,20089.3827,1,3,1,2,1,3,0,3,1,2,1,3
404,42377.3402,3,3,2,1,1,3,1,3,2,1,1,3
405,24075.7338,3,3,1,3,4,3,1,3,1,3,4,3
406,25043.4142,3,3,1,1,1,3,1,3,1,1,1,3
407,16302.7652,3,3,2,1,1,4,1,3,2,1,1,4
408,15987.9468,3,3,2,3,1,3,1,3,2,3,1,3
409,12868.1023,2,3,2,2,1,4,0,3,2,2,1,4
410,19892.9415,3,3,1,1,1,4,1,3,1,1,1,4
411,16853.3823,2,3,2,2,1,4,0,3,2,2,1,4
412,20481.7834,2,1,2,2,1,4,0,1,2,2,1,4
413,13817.5687,2,3,2,1,5,3,0,3,2,1,5,3
414,53047.7009,3,3,1,1,2,3,1,3,1,1,2,3
415,15898.4642,3,3,2,1,2,4,1,3,2,1,2,4
416,30850.2665,3,3,2,1,1,4,1,3,2,1,1,4
417,16733.4566,2,3,1,3,1,4,0,3,1,3,1,4
418,80826.745,2,3,1,1,3,1,0,3,1,1,3,1
419,15092.0511,3,3,3,2,1,4,1,3,3,2,1,4
420,16899.5227,3,2,2,2,1,4,1,2,2,2,1,4
421,13090.7683,2,1,1,2,1,4,0,1,1,2,1,4
422,10151.1496,4,3,2,2,1,4,1,3,2,2,1,4
423,15051.257,2,3,1,1,1,2,0,3,1,1,1,2
424,15231.9931,2,2,3,3,3,3,0,2,3,3,3,3
425,13577.5963,3,3,2,2,1,3,1,3,2,2,1,3
426,13900.4068,1,3,1,3,1,4,0,3,1,3,1,4
427,15051.257,2,4,1,2,1,2,0,4,1,2,1,2
428,20210.8441,3,3,2,1,1,2,1,3,2,1,1,2
429,29053.5394,3,3,2,1,2,4,1,3,2,1,2,4
430,15321.6202,2,3,3,2,1,4,0,3,3,2,1,4
431,30058.8039,2,2,1,3,4,4,0,2,1,3,4,4
432,23982.9993,3,3,2,1,1,3,1,3,2,1,1,3
433,12153.1069,2,3,3,1,1,4,0,3,3,1,1,4
434,23982.9993,2,2,1,2,1,3,0,2,1,2,1,3
435,17477.1008,3,3,3,2,1,2,1,3,3,2,1,2
436,28104.2223,3,3,2,1,1,4,1,3,2,1,1,4
437,32983.7615,4,2,1,1,1,3,1,2,1,1,1,3
438,30850.2665,3,3,2,1,1,4,1,3,2,1,1,4
439,7350.178,1,3,1,1,1,4,0,3,1,1,1,4
440,21359.9716,3,3,2,1,3,4,1,3,2,1,3,4
441,29392.9448,3,2,2,4,3,3,1,2,2,4,3,3
